NTDID,AGENCY,SSW,UZA,UZA_NAME,MODES,TOS,JAN02,FEB02,MAR02,APR02,MAY02,JUN02,JUL02,AUG02,SEP02,OCT02,NOV02,DEC02,JAN03,FEB03,MAR03,APR03,MAY03,JUN03,JUL03,AUG03,SEP03,OCT03,NOV03,DEC03,JAN04,FEB04,MAR04,APR04,MAY04,JUN04,JUL04,AUG04,SEP04,OCT04,NOV04,DEC04,JAN05,FEB05,MAR05,APR05,MAY05,JUN05,JUL05,AUG05,SEP05,OCT05,NOV05,DEC05,JAN06,FEB06,MAR06,APR06,MAY06,JUN06,JUL06,AUG06,SEP06,OCT06,NOV06,DEC06,JAN07,FEB07,MAR07,APR07,MAY07,JUN07,JUL07,AUG07,SEP07,OCT07,NOV07,DEC07,JAN08,FEB08,MAR08,APR08,MAY08,JUN08,JUL08,AUG08,SEP08,OCT08,NOV08,DEC08,JAN09,FEB09,MAR09,APR09,MAY09,JUN09,JUL09,AUG09,SEP09,OCT09,NOV09,DEC09,JAN10,FEB10,MAR10,APR10,MAY10,JUN10,JUL10,AUG10,SEP10,OCT10,NOV10,DEC10,JAN11,FEB11,MAR11,APR11,MAY11,JUN11,JUL11,AUG11,SEP11,OCT11,NOV11,DEC11,JAN12,FEB12,MAR12
0002,Spokane Transit Authority,N,93,"Spokane, WA-ID",DR,PT,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,27,27,27,27,27,27,27,27,27,27,27,27,31,31,31,31,31,31,31,31,31,31,31,31,34,34,34,34,34,34,34,34,34,34,34,34,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,43,43,43,43,43,43,43,43,43,43,42,42,42,42,42,42,42,42,42,42,42,42,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
0002,Spokane Transit Authority,N,93,"Spokane, WA-ID",MB,DO,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,122,122,122,122,122,122,122,122,122,124,124,124,124,124,124,124,124,124,124,124,124,124,111,111,111,111,111,111,111,111,111,111,111,111,116,116,119,117,119,117,109,109,116,116,117,117,142,142,142,142,142,142,142,152,152,152,152,152,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,125,125,125,125,125,125,125,125,125,125,125,125,118,118,118
0002,Spokane Transit Authority,N,93,"Spokane, WA-ID",VP,DO,34,34,34,34,34,34,34,34,34,34,34,34,30,30,30,30,30,30,30,30,30,30,31,32,37,37,37,37,37,37,37,37,37,44,44,44,44,44,44,44,44,44,44,44,44,47,47,47,46,46,46,46,46,46,46,46,46,46,46,46,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,94,94,94,94,94,94,94,94,94,94,94,94,79,79,79,79,79,79,79,79,79,79,79,79,75,75,75,75,75,75,75,75,75,75,75,75,92,93,95
0003,Pierce County Transportation Benefit Area Authority,N,14,"Seattle, WA",DR,DO,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,31,33,32,32,31,31,31,31,31,30,30,30,29,32,30,32,32,32,32,31,31,30,31,31,31,31,32,31,31,31,31,31,31,31,32,31,31,31,31,31,31,31,31,31,32,33,33,34,36,33,35,36,33,36,35,35,33,33,33,33,33,34,33,33,34,32,33,33,34,33,32,32,33,33,33,32,32,34,33,33,33,33,34,32,33,33,33,35,32,34,32,33,33,34,33,34,34,35,33,34,33,25,26,25,26,26,26
0003,Pierce County Transportation Benefit Area Authority,N,14,"Seattle, WA",DR,PT,68,59,63,69,67,69,69,64,59,66,66,67,61,55,54,61,60,64,70,65,66,78,66,59,75,75,74,73,74,76,72,73,74,53,52,52,48,47,49,49,48,46,50,48,50,51,49,47,44,53,56,52,47,48,51,51,53,55,54,51,76,77,76,82,75,74,80,78,82,82,82,82,85,81,81,82,82,86,85,82,85,83,87,87,86,90,85,89,87,88,87,89,97,88,92,83,87,81,82,84,83,77,79,81,90,84,88,84,87,79,83,69,87,81,82,82,81,74,66,65,66,68,64
0003,Pierce County Transportation Benefit Area Authority,N,14,"Seattle, WA",MB,DO,177,177,177,177,177,181,181,181,181,187,191,191,191,199,199,199,199,197,197,195,194,194,194,194,194,191,191,191,191,192,192,192,192,198,198,198,135,133,133,133,133,135,135,135,135,135,135,135,135,137,137,137,137,138,138,138,139,139,139,139,144,144,146,146,146,146,148,148,148,158,158,158,158,162,162,162,162,162,162,162,162,162,162,162,162,163,163,163,163,163,163,149,153,153,153,153,153,151,151,151,151,151,151,151,151,151,151,151,151,151,115,115,115,118,118,118,118,104,104,104,104,104,104
0003,Pierce County Transportation Benefit Area Authority,N,14,"Seattle, WA",VP,DO,208,208,208,208,208,208,208,216,216,216,216,216,250,250,250,250,250,250,250,250,270,270,270,270,269,269,269,269,270,270,270,270,284,284,284,284,284,284,284,289,289,289,291,300,300,300,300,300,261,261,261,261,261,261,261,261,261,261,261,263,263,263,263,263,263,263,263,260,265,268,270,270,274,275,277,277,279,279,287,288,288,290,291,291,291,285,290,289,290,291,290,290,291,291,293,291,292,293,293,293,293,290,292,292,292,293,292,291,289,292,293,293,293,293,293,293,293,293,292,291,293,294,294
0005,Everett Transit,N,14,"Seattle, WA",DR,DO,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17,15,15,15,15,15,15,18,18,18,19,19,19,18,18,18,18,18,18,19,21,22,18,19,19,18,18,19,19,19,19,19,19,19,18,19,19
0005,Everett Transit,N,14,"Seattle, WA",MB,DO,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43,43,43,43,43,42,42,42
0006,Yakima Transit,N,235,"Yakima, WA",DR,PT,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,17,17,17,17,17,17,0,0,0,0,0,0,18,18,18,17,17,18,18,18,18,19,18,18,15,15,15,16,16,14,15,16,17,18,18,18,19,19,19,19,19,20,20,20,20,20,20,20,19,19,19,19,19,19,20,20,20,24,23,24,18,17,18,19,19,19,18,19,19,19,19,22,20,21,23,21,21,20,20,20,23,22,22,21,26,26,26,22,22,22,22,24,22,23,23,23,25,27,25
0006,Yakima Transit,N,235,"Yakima, WA",MB,DO,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,0,0,0,0,0,14,14,15,15,15,15,18,19,18,18,18,19,18,18,19,18,19,19,19,19,20,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,18,18,18,18,18,18,19,18,20,20,20,20,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,16,16,20,20,18,18,18,19,19
0006,Yakima Transit,N,235,"Yakima, WA",VP,DO,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,6,7,6,7,7,7,7,8,9,8,9,9,0,0,0,0,0,0,0,0,0,12,12,12,12,11,11,11,10,11,11,12,12,11,10,10,11,10,14,14,13,13,12,12,12,15,15,15,15,15,14,15,16,16,16,17,16,17,17,17,18,22,25,25,26,26,24,25,25,22,21,20,22,21,21,21,20,20,20,19,19,19,20,20,22,24,24,26,26,27,27,26,25,25,25,26,30,30,30,30,29,27,26,26,23,22,23,0
0007,Lane Transit District,N,136,"Eugene, OR",DR,PT,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,28,28,28,28,28,28,30,31,32,32,32,32,32,32,32,36,36,36,36,36,36,37,37,38,37,37,37,37,37,37,37,37,37,37,37,37,41,41,41,41,41,41,41,41,41,41,41,41,51,51,51,48,48,49,47,47,48,48,48,48,53,47,0
0007,Lane Transit District,N,136,"Eugene, OR",DT,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,152,157,163,154,158,153,155,145,140,142,142,136,154,0
0007,Lane Transit District,N,136,"Eugene, OR",MB,DO,94,94,94,94,94,94,94,94,94,94,94,94,98,98,98,98,98,98,98,98,98,98,98,98,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,92,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,84,84,84,84,84,84,84,84,83,83,79,84,81,82,0
0007,Lane Transit District,N,136,"Eugene, OR",MB,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0007,Lane Transit District,N,136,"Eugene, OR",RB,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0
0007,Lane Transit District,N,136,"Eugene, OR",VP,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,4,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,7,7,7,7,7,7,7,6,7,7,8,8,8,8,8,0
0008,Tri-County Metropolitan Transportation District of Oregon,N,23,"Portland, OR-WA",CR,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,0,0,0
0008,Tri-County Metropolitan Transportation District of Oregon,N,23,"Portland, OR-WA",DR,PT,186,186,186,186,186,186,186,186,186,186,186,186,173,173,173,173,173,173,173,173,173,173,173,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,237,233,240,240,238,247,228,239,253,264,262,266,258,258,261,252,256,248,243,256,272,268,272,268,268,258,262,255,253,263,258,271,269,273,272,264,262,254,260,256,259,249,244,249,256,257,260,254,256,261,260,251,253,249,244,248,263,264,264,218,215,217,219,221,212,208,217,216,209,216,209,212,213,212
0008,Tri-County Metropolitan Transportation District of Oregon,N,23,"Portland, OR-WA",DT,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,43,44,45,45,42,39,39,45,49,49,47,45,45,44
0008,Tri-County Metropolitan Transportation District of Oregon,N,23,"Portland, OR-WA",LR,DO,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,69,69,69,69,69,69,69,69,83,83,83,83,83,83,83,83,83,83,82,82,82,82,82,82,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,101,101,101,101,108,108,110,110,110,110,100,100,103,103,103,103,110,110,110,110,110,109,109,109,109,109,109,109,104,104,104
0008,Tri-County Metropolitan Transportation District of Oregon,N,23,"Portland, OR-WA",MB,DO,565,565,565,565,565,565,565,564,564,564,564,560,560,560,560,560,560,560,560,560,557,551,551,550,550,550,551,551,547,547,547,547,542,542,542,542,542,542,537,537,537,529,529,529,523,523,523,527,527,527,526,526,526,532,532,532,533,533,533,533,533,533,532,532,532,529,529,529,531,531,531,532,532,532,532,533,532,535,535,535,535,535,535,539,539,539,540,540,540,540,540,540,525,525,525,523,523,523,523,523,523,520,520,520,497,497,497,498,492,492,492,492,492,492,492,492,493,493,493,493,493,493,493
0008,Tri-County Metropolitan Transportation District of Oregon,N,23,"Portland, OR-WA",SR,DO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7
0008,Tri-County Metropolitan Transportation District of Oregon,N,23,"Portland, OR-WA",YR,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4
0011,Valley Regional Transit,N,116,"Boise City, ID",DR,DO,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0
0011,Valley Regional Transit,N,116,"Boise City, ID",DR,PT,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011,Valley Regional Transit,N,116,"Boise City, ID",MB,DO,32,32,32,32,32,32,32,32,32,32,32,32,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,30,30,30,30,30,30,30,30,30,30,30,30,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,35,35,35,35,35,38,38,38,38,38,38,38,38,39,39,39,39,39,39,0
0011,Valley Regional Transit,N,116,"Boise City, ID",MB,PT,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0012,Municipality of Anchorage - Public Transportation Department,N,135,"Anchorage, AK",DR,PT,34,34,34,34,34,34,34,34,34,34,34,34,32,32,32,32,32,32,32,32,32,32,29,29,29,29,29,29,29,29,29,29,29,29,29,29,28,28,28,28,28,28,28,28,28,28,28,28,37,34,34,39,36,36,38,39,37,37,38,37,38,38,37,39,38,35,38,39,38,38,38,40,43,42,41,39,36,34,32,33,35,33,37,36,39,37,36,36,37,36,35,34,36,36,38,39,40,41,42,37,39,36,36,35,38,39,42,40,41,40,39,40,39,37,39,38,40,43,43,41,41,41,42
0012,Municipality of Anchorage - Public Transportation Department,N,135,"Anchorage, AK",MB,DO,40,40,40,40,40,40,40,40,40,40,40,40,42,42,42,42,42,42,43,43,43,42,42,42,43,43,43,43,43,43,43,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,45,45,45,45,45,45,45,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
0012,Municipality of Anchorage - Public Transportation Department,N,135,"Anchorage, AK",VP,PT,18,18,18,18,18,18,18,18,18,20,20,21,21,21,21,21,21,22,23,23,23,23,23,23,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0016,Community Urban Bus Service,N,378,"Longview, WA-OR",DR,PT,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,14,14
0016,Community Urban Bus Service,N,378,"Longview, WA-OR",MB,DO,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
